Phone,Price,Mobile Link,Brand,Color,Storage,Image URL
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹8,999",https://www.flipkart.com/motorola-g24-power-glacier-blue-128-gb/p/itm981de8de27246?pid=MOBGUFK4BDFF37GG&lid=LSTMOBGUFK4BDFF37GGSDO3HT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_40&otracker=browse&fm=organic&iid=25fe5f94-d89b-4d9f-8e58-173611db632c.MOBGUFK4BDFF37GG.SEARCH&ppt=None&ppn=None&ssid=zz0deb9o2o0000001713283188190,MOTOROLA,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/i/m/g24-pb1c0001in-motorola-original-imagxm3bhyh7ywnr.jpeg?q=70
"POCO C65 (Pastel Blue, 128 GB)","₹7,999",https://www.flipkart.com/poco-c65-pastel-blue-128-gb/p/itm496cf027e5826?pid=MOBGVVTXTQDGZ7JY&lid=LSTMOBGVVTXTQDGZ7JYJ1XDW1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=browse&fm=organic&iid=25fe5f94-d89b-4d9f-8e58-173611db632c.MOBGVVTXTQDGZ7JY.SEARCH&ppt=None&ppn=None&ssid=zz0deb9o2o0000001713283188190,POCO,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/u/8/c65-mzb0g8nin-poco-original-imagw6j2kp5t5jek.jpeg?q=70
"Motorola Edge 40 Neo (Black Beauty, 256 GB)","₹24,999",https://www.flipkart.com/motorola-edge-40-neo-black-beauty-256-gb/p/itmd1cc863c7e37a?pid=MOBGQFX6FXEZ3GCE&lid=LSTMOBGQFX6FXEZ3GCEQGSJBA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=browse&fm=organic&iid=25fe5f94-d89b-4d9f-8e58-173611db632c.MOBGQFX6FXEZ3GCE.SEARCH&ppt=None&ppn=None&ssid=zz0deb9o2o0000001713283188190,Motorola,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/5/k/-original-imagtkzut72y6ddg.jpeg?q=70
"Motorola g54 5G (Pearl Blue, 128 GB)","₹14,999",https://www.flipkart.com/motorola-g54-5g-pearl-blue-128-gb/p/itm8d5c2baa065c6?pid=MOBGQFX8TMM555GW&lid=LSTMOBGQFX8TMM555GWMGXPWV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=browse&fm=organic&iid=25fe5f94-d89b-4d9f-8e58-173611db632c.MOBGQFX8TMM555GW.SEARCH&ppt=None&ppn=None&ssid=zz0deb9o2o0000001713283188190,Motorola,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/1/c/-original-imagt5uhcnfy66wa.jpeg?q=70
"MOTOROLA G04 (Sea Green, 128 GB)","₹7,999",https://www.flipkart.com/motorola-g04-sea-green-128-gb/p/itm853979118980f?pid=MOBGUFK4C9NZATQ6&lid=LSTMOBGUFK4C9NZATQ6ECHWPR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_44&otracker=browse&fm=organic&iid=25fe5f94-d89b-4d9f-8e58-173611db632c.MOBGUFK4C9NZATQ6.SEARCH&ppt=None&ppn=None&ssid=zz0deb9o2o0000001713283188190,MOTOROLA,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/b/x/g04-pb130011in-motorola-original-imagy3tfvncuegaz.jpeg?q=70
"Motorola Edge 40 Neo (Caneel Bay, 256 GB)","₹24,999",https://www.flipkart.com/motorola-edge-40-neo-caneel-bay-256-gb/p/itm55813a9671489?pid=MOBGQFX6APUFAPMS&lid=LSTMOBGQFX6APUFAPMSU240FX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_45&otracker=browse&fm=organic&iid=25fe5f94-d89b-4d9f-8e58-173611db632c.MOBGQFX6APUFAPMS.SEARCH&ppt=None&ppn=None&ssid=zz0deb9o2o0000001713283188190,Motorola,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/s/s/edge-40-neo-payj0005in-motorola-original-imagtkehwcgvttfb.jpeg?q=70
"MOTOROLA G04 (Sunrise Orange, 64 GB)","₹6,999",https://www.flipkart.com/motorola-g04-sunrise-orange-64-gb/p/itm4fb15fb244a2b?pid=MOBGUFK4NYZHCY9V&lid=LSTMOBGUFK4NYZHCY9VGYAV1A&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_46&otracker=browse&fm=organic&iid=25fe5f94-d89b-4d9f-8e58-173611db632c.MOBGUFK4NYZHCY9V.SEARCH&ppt=None&ppn=None&ssid=zz0deb9o2o0000001713283188190,MOTOROLA,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/i/r/g04-pb130013in-motorola-original-imagy3tf5rfhuyhy.jpeg?q=70
"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹12,380",https://www.flipkart.com/samsung-galaxy-m14-5g-smoky-teal-128-gb/p/itmb2e6db6c62f07?pid=MOBGZVNKZXGBHS2Q&lid=LSTMOBGZVNKZXGBHS2QYKE0TB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_47&otracker=browse&fm=organic&iid=25fe5f94-d89b-4d9f-8e58-173611db632c.MOBGZVNKZXGBHS2Q.SEARCH&ppt=None&ppn=None&ssid=zz0deb9o2o0000001713283188190,SAMSUNG,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/z/5/galaxy-m14-5g-sm-m146b-samsung-original-imagzvnkwn2c72fu.jpeg?q=70
"REDMI A2 (Sea Green, 64 GB)","₹5,299",https://www.flipkart.com/redmi-a2-sea-green-64-gb/p/itm5ac4b1d081b30?pid=MOBGRHB7GUUZG3QH&lid=LSTMOBGRHB7GUUZG3QHDSUSUY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_48&otracker=browse&fm=organic&iid=25fe5f94-d89b-4d9f-8e58-173611db632c.MOBGRHB7GUUZG3QH.SEARCH&ppt=None&ppn=None&ssid=zz0deb9o2o0000001713283188190,REDMI,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/r/k/-original-imagwds6svytn9g2.jpeg?q=70
"Infinix SMART 8 (Shiny Gold, 128 GB)","₹8,299",https://www.flipkart.com/infinix-smart-8-shiny-gold-128-gb/p/itmb5696a34ad441?pid=MOBGWV5H9XEBFU4H&lid=LSTMOBGWV5H9XEBFU4H3X8LJ2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_49&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGWV5H9XEBFU4H.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Infinix,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/1/o/-original-imagxsc4y8fhqyvg.jpeg?q=70
"POCO C65 (Matte Black, 128 GB)","₹7,999",https://www.flipkart.com/poco-c65-matte-black-128-gb/p/itme8d1e736a1e3f?pid=MOBGVVTXBXRRZEUK&lid=LSTMOBGVVTXBXRRZEUKZU2IO7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_50&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGVVTXBXRRZEUK.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,POCO,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/k/k/c65-mzb0g8rin-poco-original-imagw6gyhhu7hur5.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_51&otracker=browse&fm=organic&iid=en_aDG9GqxnCaUZi8LMKy71abc-MGSgPo3AHPNTi0eCoEpFZRes0G4lYnHdFQL_NVedA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,realme,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_52&otracker=browse&fm=organic&iid=en_aDG9GqxnCaUZi8LMKy71abc-MGSgPo3AHPNTi0eCoEpXnuoLxDK8qusMiWyqiypSy-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Nothing,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
"Infinix SMART 8 (Galaxy White, 64 GB)","₹7,099",https://www.flipkart.com/infinix-smart-8-galaxy-white-64-gb/p/itmb5696a34ad441?pid=MOBGWV5HNYCNQJG2&lid=LSTMOBGWV5HNYCNQJG2C89BS0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_53&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGWV5HNYCNQJG2.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Infinix,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/v/p/-original-imagxsc4nthcs2zk.jpeg?q=70
"Infinix SMART 8 (Shiny Gold, 64 GB)","₹7,099",https://www.flipkart.com/infinix-smart-8-shiny-gold-64-gb/p/itmb5696a34ad441?pid=MOBGWV5HMRJKJUH4&lid=LSTMOBGWV5HMRJKJUH4ZNXPNM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_54&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGWV5HMRJKJUH4.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Infinix,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/1/o/-original-imagxsc4y8fhqyvg.jpeg?q=70
"Infinix SMART 8 (Rainbow Blue, 64 GB)","₹7,099",https://www.flipkart.com/infinix-smart-8-rainbow-blue-64-gb/p/itmb5696a34ad441?pid=MOBGWV5HGPYMDWUN&lid=LSTMOBGWV5HGPYMDWUNX0Q8RJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_55&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGWV5HGPYMDWUN.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Infinix,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/c/t/-original-imagxsc4ufzm64uz.jpeg?q=70
"POCO M6 5G (Orion Blue, 128 GB)","₹10,499",https://www.flipkart.com/poco-m6-5g-orion-blue-128-gb/p/itmfe2d9e94498f8?pid=MOBGW9FEVTYQKK6M&lid=LSTMOBGW9FEVTYQKK6MGKMRFM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_56&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGW9FEVTYQKK6M.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,POCO,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/v/b/-original-imagytcpqznwrvse.jpeg?q=70
"Motorola g84 5G (Midnight Blue, 256 GB)","₹17,999",https://www.flipkart.com/motorola-g84-5g-midnight-blue-256-gb/p/itm30dd9d1ed8bb8?pid=MOBGQFX68CXMTSGK&lid=LSTMOBGQFX68CXMTSGK7PXRBT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_57&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGQFX68CXMTSGK.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Motorola,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/a/i/g84-5g-paym0016in-motorola-original-imagsy5u8nmttezf.jpeg?q=70
"POCO M6 Pro 5G (Forest Green, 128 GB)","₹10,999",https://www.flipkart.com/poco-m6-pro-5g-forest-green-128-gb/p/itm151f47ed48eee?pid=MOBGRNZ3FZBVRYHQ&lid=LSTMOBGRNZ3FZBVRYHQLWWUJH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_58&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGRNZ3FZBVRYHQ.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,POCO,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/9/i/m6-pro-5g-mzb0eqjin-poco-original-imags3e7dazavyje.jpeg?q=70
"Infinix SMART 8 (Rainbow Blue, 128 GB)","₹8,299",https://www.flipkart.com/infinix-smart-8-rainbow-blue-128-gb/p/itmb5696a34ad441?pid=MOBGWV5HTVRN2ERN&lid=LSTMOBGWV5HTVRN2ERNCCDJPJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_59&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGWV5HTVRN2ERN.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Infinix,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/c/t/-original-imagxsc4ufzm64uz.jpeg?q=70
"Infinix SMART 8 (Timber Black, 128 GB)","₹8,299",https://www.flipkart.com/infinix-smart-8-timber-black-128-gb/p/itmb5696a34ad441?pid=MOBGWV5HAFHQJ4CB&lid=LSTMOBGWV5HAFHQJ4CBVTMJ6P&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_60&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGWV5HAFHQJ4CB.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Infinix,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/o/2/-original-imagxsc4zkwzpqkc.jpeg?q=70
"POCO M6 Pro 5G (Power Black, 128 GB)","₹10,999",https://www.flipkart.com/poco-m6-pro-5g-power-black-128-gb/p/itmef8fa46f89738?pid=MOBGRNZ3ER4N3K4F&lid=LSTMOBGRNZ3ER4N3K4FIYYGCU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_61&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGRNZ3ER4N3K4F.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,POCO,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/q/m6-pro-5g-mzb0eprin-poco-original-imags3e7vewsafst.jpeg?q=70
"Infinix SMART 8 (Timber Black, 64 GB)","₹7,099",https://www.flipkart.com/infinix-smart-8-timber-black-64-gb/p/itmb5696a34ad441?pid=MOBGWV5H2JGQTN22&lid=LSTMOBGWV5H2JGQTN22UOUMXB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_62&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGWV5H2JGQTN22.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Infinix,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/o/2/-original-imagxsc4zkwzpqkc.jpeg?q=70
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,199",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG6MXANY2Q&lid=LSTMOBGQFVG6MXANY2QAZSY9G&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_63&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGQFVG6MXANY2Q.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Nokia,Glacier Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/a/r/-original-imagqxttasggfzz9.jpeg?q=70
"Motorola g84 5G (Viva Magenta, 256 GB)","₹17,999",https://www.flipkart.com/motorola-g84-5g-viva-magenta-256-gb/p/itmed938e33ffdf5?pid=MOBGQFX672GDDQAQ&lid=LSTMOBGQFX672GDDQAQ5UMDBM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_64&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGQFX672GDDQAQ.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Motorola,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/e/3/g84-5g-paym0018in-motorola-original-imagsy5zmhvkcfsx.jpeg?q=70
"REDMI 13C (Starshine Green, 128 GB)","₹8,699",https://www.flipkart.com/redmi-13c-starshine-green-128-gb/p/itme7ab29fdab2f8?pid=MOBGW4HKWHMZ2XMD&lid=LSTMOBGW4HKWHMZ2XMDR8WXUL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_65&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGW4HKWHMZ2XMD.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,REDMI,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/x/p/-original-imagxg47kjmy9qym.jpeg?q=70
"POCO M6 5G (Orion Blue, 128 GB)","₹9,299",https://www.flipkart.com/poco-m6-5g-orion-blue-128-gb/p/itm1227ec8698a77?pid=MOBGW9FEDGZ3GAKT&lid=LSTMOBGW9FEDGZ3GAKTOKMUXN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_66&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGW9FEDGZ3GAKT.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,POCO,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/v/b/-original-imagytcpqznwrvse.jpeg?q=70
"Motorola G34 5G (Ocean Green, 128 GB)","₹10,999",https://www.flipkart.com/motorola-g34-5g-ocean-green-128-gb/p/itm3420a8e79e129?pid=MOBGUFK49KDBZUMC&lid=LSTMOBGUFK49KDBZUMCRZHEGQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_67&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGUFK49KDBZUMC.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Motorola,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/m/f/g34-5g-pb1v0002in-motorola-original-imagwu4rayqhgfjh.jpeg?q=70
"POCO C65 (Pastel Blue, 128 GB)","₹7,299",https://www.flipkart.com/poco-c65-pastel-blue-128-gb/p/itm1586ff4fb1c2b?pid=MOBGVVTXZESSZY4W&lid=LSTMOBGVVTXZESSZY4WVAOO2Y&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_68&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGVVTXZESSZY4W.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,POCO,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/u/8/c65-mzb0g8nin-poco-original-imagw6j2kp5t5jek.jpeg?q=70
"Motorola g54 5G (Pearl Blue, 256 GB)","₹16,999",https://www.flipkart.com/motorola-g54-5g-pearl-blue-256-gb/p/itmb97dc7f2e0a90?pid=MOBGQFX8EGYZCSGY&lid=LSTMOBGQFX8EGYZCSGYXG8CIY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_69&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGQFX8EGYZCSGY.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Motorola,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/g/b/g54-5g-payw0008in-motorola-original-imagt3md9swqcyr3.jpeg?q=70
itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,"₹1,633",https://www.flipkart.com/itel-magic-x-pro-4g-2500mah-big-battery-expandable-storage-upto-64gb/p/itm131ca4999afea?pid=MOBGK2B79CYXC3ZP&lid=LSTMOBGK2B79CYXC3ZPEUVAQQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_70&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGK2B79CYXC3ZP.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,itel,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/x/g/magicx-pro-4g-hotspot-mx-pro-itel-original-imagqhwytnc9azwm.jpeg?q=70
"Motorola g54 5G (Mint Green, 128 GB)","₹14,999",https://www.flipkart.com/motorola-g54-5g-mint-green-128-gb/p/itmfc12683043bbc?pid=MOBGQFX8Z3ZCDZZ7&lid=LSTMOBGQFX8Z3ZCDZZ7FOOELB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_71&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGQFX8Z3ZCDZZ7.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,Motorola,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/n/j/-original-imagt5ugyaxgqugq.jpeg?q=70
"POCO M6 5G (Polaris Green, 128 GB)","₹10,499",https://www.flipkart.com/poco-m6-5g-polaris-green-128-gb/p/itme030edda18194?pid=MOBGXTV9ZDZUQBHR&lid=LSTMOBGXTV9ZDZUQBHRZRCSRG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_72&otracker=browse&fm=organic&iid=b304c0a1-bba4-48aa-b3c6-f4688ea0991f.MOBGXTV9ZDZUQBHR.SEARCH&ppt=None&ppn=None&ssid=gbdhrmvqeo0000001713283191167,POCO,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/3/g/-original-imagy2v5ggthbvfe.jpeg?q=70
"MOTOROLA G04 (Satin Blue, 128 GB)","₹7,999",https://www.flipkart.com/motorola-g04-satin-blue-128-gb/p/itm723b134b6121c?pid=MOBGUFK4DNFX5BFV&lid=LSTMOBGUFK4DNFX5BFVR3WXGI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_73&otracker=browse&fm=organic&iid=234bffb8-569e-424c-b3a0-5a9af5440b37.MOBGUFK4DNFX5BFV.SEARCH&ppt=None&ppn=None&ssid=p6d28n7sr40000001713283193737,MOTOROLA,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/6/l/g04-pb130012in-motorola-original-imagy3tfdhjgnzbd.jpeg?q=70
"POCO C65 (Matte Black, 128 GB)","₹7,299",https://www.flipkart.com/poco-c65-matte-black-128-gb/p/itm8ea3d87aa6c0c?pid=MOBGVVTXAFHYHDZS&lid=LSTMOBGVVTXAFHYHDZSK9U3D1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_74&otracker=browse&fm=organic&iid=234bffb8-569e-424c-b3a0-5a9af5440b37.MOBGVVTXAFHYHDZS.SEARCH&ppt=None&ppn=None&ssid=p6d28n7sr40000001713283193737,POCO,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/k/k/c65-mzb0g8rin-poco-original-imagw6gyhhu7hur5.jpeg?q=70
LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,₹930,https://www.flipkart.com/lava-a1-josh-bol-keypad-mobile-1000-mah-battery-expandable-storage-32gb/p/itm435dfc68caaa0?pid=MOBGPWJ4RUNKMTQJ&lid=LSTMOBGPWJ4RUNKMTQJ6E44WD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_75&otracker=browse&fm=organic&iid=234bffb8-569e-424c-b3a0-5a9af5440b37.MOBGPWJ4RUNKMTQJ.SEARCH&ppt=None&ppn=None&ssid=p6d28n7sr40000001713283193737,LAVA,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/v/v/a1-josh-with-bol-lf1008-lava-original-imagpwj4zddugzzw.jpeg?q=70
"REDMI A2 (Aqua Blue, 64 GB)","₹5,299",https://www.flipkart.com/redmi-a2-aqua-blue-64-gb/p/itm0ee0c2925abdc?pid=MOBGR4UZWNAYKSUH&lid=LSTMOBGR4UZWNAYKSUHLM4QVV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_76&otracker=browse&fm=organic&iid=234bffb8-569e-424c-b3a0-5a9af5440b37.MOBGR4UZWNAYKSUH.SEARCH&ppt=None&ppn=None&ssid=p6d28n7sr40000001713283193737,REDMI,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/v/a/-original-imagwds6czsgbxvc.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_77&otracker=browse&fm=organic&iid=en_rgKvFEwbRpgnEj4fQmXkqC0IxL5T_yrvknexwpysmjGH85ycuJGR93mBGApztgXWA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=p6d28n7sr40000001713283193737,realme,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_78&otracker=browse&fm=organic&iid=en_rgKvFEwbRpgnEj4fQmXkqC0IxL5T_yrvknexwpysmjHMJR-BI7de11T2_3BEZKuEy-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=p6d28n7sr40000001713283193737,Nothing,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
